data,dia,mes,ano,campanha,gride,balde,sp,dedos,dedos novos,ident,perdas,recaptura,saco,peso,pesototal,CRC,CC,BC,Quebrada,sexo,ovos,Local,OBS,cont indivíduo,cont capturas,,Problemas
17-out-05,17,10,2005,65,10,M,Tropidurus_torquatus,0p5p6p2a,200_20_6_5__,e,NA,,4.50,10.50,6.00,61.00,NA,NA,NA,NA,NA,IBGE,cauda regenerando,1,1,,
17-out-05,17,10,2005,65,13,M,Tropidurus_torquatus,0p4p9p1a3a,200_30_10_9_4_,f,NA,,4.50,11.00,6.50,60.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
20-out-05,20,10,2005,65,11,A,Tropidurus_torquatus,0p2a1p,200_20_1_,221,NA,recaptura,1.75,6.75,5.00,60.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
20-out-05,20,10,2005,65,4,M,Tropidurus_torquatus,0p3a6p,200_30_6_,236,NA,,1.75,5.75,4.00,54.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
20-out-05,20,10,2005,65,10,M,Tropidurus_torquatus,0p3a7p,200_30_7_,237,NA,captura,1.75,10.75,9.00,65.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
24-out-05,24,10,2005,65,16,C,Tropidurus_torquatus,10a6a9p,100_60_9_,169,NA,,NA,NA,NA,97.00,NA,NA,NA,F,NA,IBGE,"fêmea grávida, peso maior que 30, extrapolou a pesola",1,1,,
24-out-05,24,10,2005,65,16,C,Tropidurus_torquatus,0p1a2p,200_10_2_,212,NA,recaptura,NA,NA,NA,96.00,NA,NA,NA,M,NA,IBGE,"peso maior que 30, extrapolou a pesola",1,1,,
24-out-05,24,10,2005,65,20,C,Tropidurus_torquatus,0p1a8p,200_10_8_,218,NA,recaptura,4.25,14.50,10.25,69.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
24-out-05,24,10,2005,65,10,C,Tropidurus_torquatus,0p2a6p,200_20_6_,226,NA,recaptura,4.25,10.25,6.00,61.00,NA,NA,NA,NA,NA,IBGE,sem ponta da cauda,1,1,,
24-out-05,24,10,2005,65,5,A,Tropidurus_torquatus,0p3a7p,200_30_7_,237,NA,recaptura,4.50,14.50,10.00,65.00,NA,NA,NA,M,NA,IBGE,deslocamento em relação à ultima medida,1,1,,
24-out-05,24,10,2005,65,3,B,Tropidurus_torquatus,0p4a4p,200_40_4_,244,NA,,4.50,11.75,7.25,64.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,crc variou muito em pouco tempo
24-out-05,24,10,2005,65,17,C,Tropidurus_torquatus,0p4a5p,200_40_5_,245,NA,recaptura,NA,NA,NA,90.00,NA,NA,NA,NA,NA,IBGE,menos de dez dias desde a última recaptura,1,1,,
24-out-05,24,10,2005,65,15,C,Tropidurus_torquatus,0p2p4p7p9p1a,200_10_9_7_4_2_,g,NA,recaptura,4.25,10.50,6.25,60.00,NA,NA,NA,NA,NA,IBGE,"provável 214, dedos op1a4p estavam cortados, doença no dedo",1,1,,
24-out-05,24,10,2005,65,11,M,Tropidurus_torquatus,8a9a10a8p,100_90_80_8_,h,NA,captura,NA,NA,NA,102.00,NA,NA,NA,NA,NA,IBGE,"peso maior que 30, extrapolou a pesola",1,1,,
24-out-05,24,10,2005,65,4,M,Tropidurus_torquatus,0p1p2p3p4p7p8p1a2a3a4a5a,200_50_40_30_20_10_8_7_4_3_2_1_,i,NA,captura,4.50,7.50,3.00,51.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
31-out-05,31,10,2005,65,18,M,Tropidurus_torquatus,10a8a1p,100_80_1_,181,NA,recaptura,4.50,41.00,36.50,99.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
31-out-05,31,10,2005,65,10,M,Tropidurus_torquatus,0p1a1p,200_10_1_,211b,NA,,4.50,9.50,5.00,61.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
31-out-05,31,10,2005,65,2,C,Tropidurus_torquatus,0p1a2p,200_10_2_,212,NA,recaptura,4.40,30.00,25.60,96.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
31-out-05,31,10,2005,65,7,B,Tropidurus_torquatus,0p1a3p,200_10_3_,213,NA,recaptura,4.50,9.75,5.25,57.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
31-out-05,31,10,2005,65,8,A,Tropidurus_torquatus,0p2a6p,200_20_6_,226,NA,recaptura,4.25,10.25,6.00,61.00,NA,NA,NA,NA,NA,IBGE,deslocamento em relação à ultima medida,1,1,,
31-out-05,31,10,2005,65,11,M,Tropidurus_torquatus,0p3a8p,200_30_8_,238,NA,captura,4.50,9.20,4.70,55.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
7-nov-05,7,11,2005,66,10,M,Tropidurus_torquatus,0p1a2p,200_10_2_,212,NA,recaptura,4.40,30.00,25.60,96.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
7-nov-05,7,11,2005,66,10,C,Tropidurus_torquatus,0p2a1p,200_20_1_,221,NA,recaptura,1.75,7.00,5.25,61.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
7-nov-05,7,11,2005,66,10,A,Tropidurus_torquatus,0p2a6p,200_20_6_,226,NA,recaptura,NA,NA,NA,63.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
7-nov-05,7,11,2005,66,15,NA,Tropidurus_torquatus,0p8p,200_8_,248,NA,captura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,fugiu durante a marcação,1,1,,
10-nov-05,10,11,2005,66,10,B,Tropidurus_torquatus,0p1a2p,200_10_2_,212,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,sem dados,1,1,,
10-nov-05,10,11,2005,66,10,B,Tropidurus_torquatus,0p4a5p,200_40_5_,245,NA,recaptura,4.40,26.00,21.60,92.00,NA,NA,NA,NA,NA,IBGE,"recaptura, deslocamento da cauda partida",1,1,,
10-nov-05,10,11,2005,66,14,C,Tropidurus_torquatus,0p4a8p,200_40_8_,248,NA,recaptura,4.40,19.25,14.85,80.00,NA,NA,NA,NA,NA,IBGE,dedo op segurado apenas pela pele,1,1,,
10-nov-05,10,11,2005,66,12,M,Tropidurus_torquatus,8a9a10a8p,100_90_80_8__,h,NA,recaptura,4.40,37.00,32.60,103.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
17-nov-05,17,11,2005,66,10,A,Tropidurus_torquatus,0p3a8p,200_30_8_,238,NA,recaptura,4.50,10.50,6.00,58.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
22-nov-05,22,11,2005,66,1,M,Tropidurus_torquatus,0p1a2p,200_10_2_,212,NA,recaptura,4.50,27.75,23.25,97.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
22-nov-05,22,11,2005,66,14,M,Tropidurus_torquatus,0p2a8p,200_20_8_,228,NA,recaptura,4.50,17.75,13.25,74.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
24-nov-05,24,11,2005,66,8,A,Tropidurus_torquatus,0p4a8p,200_40_8_,248,NA,recaptura,4.40,20.50,16.10,80.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
1-dez-05,1,12,2005,67,10,M,Tropidurus_torquatus,NA,,r,NA,,NA,NA,NA,62.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
9-dez-05,9,12,2005,67,12,C,Tropidurus_torquatus,0p1a8p6p,200_10_8_6_,218,NA,recaptura,0.50,15.00,14.50,79.00,NA,NA,NA,NA,NA,IBGE,dedo 6p sem a ponta dele,1,1,,
9-dez-05,9,12,2005,67,10,M,Tropidurus_torquatus,0p2a6p,200_20_6_,226,NA,recaptura,0.50,11.50,11.00,70.00,NA,NA,NA,NA,NA,IBGE,cauda partida,1,1,,
9-jan-06,9,1,2006,68,10,A,Tropidurus_torquatus,0p2a1p,200_20_1_,221,NA,recaptura,NA,NA,NA,66.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
9-jan-06,9,1,2006,68,10,A,Tropidurus_torquatus,0p2a6p,200_20_6_,226,NA,recaptura,NA,NA,NA,70.00,NA,NA,NA,NA,NA,IBGE,"cauda partida, peso não contabilizado. Pode-se colocar dado do peso em 9/12/05 com base no CRC",1,1,,
9-jan-06,9,1,2006,68,19,M,Tropidurus_torquatus,0p3a9p2a,200_30_9_20_,239b,NA,,NA,NA,NA,74.00,NA,NA,NA,NA,NA,IBGE,dedo 2a também cortado,1,1,,
11-jan-07,11,1,2006,68,2,B,Tropidurus_torquatus,NA,200_50_6,256,NA,recaptura,6.00,19.25,13.25,78.00,NA,NA,NA,F,NA,IBGE,NA,1,1,,
23-jan-06,23,1,2006,68,4,A,Tropidurus_torquatus,0p1p2p3p4p5p6p7p8p9p10p1a2a3a4a5a,200_50_40_30_20_10_9_8_7_6_5_4_3_2_1_1200_,i,NA,recaptura,2.50,7.25,4.75,57.00,NA,NA,NA,NA,NA,IBGE,doença nos dedos a e p,1,1,,
30-jan-06,30,1,2006,68,7,M,Tropidurus_torquatus,0p10a3p,200_100_3_,213,NA,recaptura,2.50,12.25,9.75,66.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
30-jan-06,30,1,2006,68,14,A,Tropidurus_torquatus,0p3a8p,200_30_8_,238,NA,recaptura,2.50,10.00,7.50,64.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
21-fev-06,21,2,2006,69,10,M,Tropidurus_torquatus,0p2a6p,200_20_6_,226,NA,recaptura,2.00,17.00,15.00,76.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
9-mar-06,9,3,2006,70,10,C,Tropidurus_torquatus,0p2a6p,200_20_6_,226,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,fugiu durante a captura,1,1,,
20-mar-06,20,3,2006,70,9,B,Tropidurus_torquatus,0p3a8p,200_30_8_,238,NA,recaptura,2.75,11.00,8.25,68.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
23-mar-06,23,3,2006,70,10,B,Tropidurus_torquatus,0p2a6p,200_20_6_,226,NA,recaptura,4.25,16.25,12.00,75.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
3-abr-06,3,4,2006,71,10,M,Tropidurus_torquatus,0p2a6p,200_20_6_,226,2,recaptura,NA,NA,NA,75.00,NA,NA,NA,NA,NA,IBGE,"morto, CHUNB 44770",1,1,,se coloca na coluna perdas?
2-mai-06,2,5,2006,72,2,M,Tropidurus_torquatus,0p3a9p,200_30_9_,239,NA,captura,2.00,6.25,4.25,78.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
18-mai-06,18,5,2006,72,7,M,Tropidurus_torquatus,0p3a8p,200_30_8_,238,NA,recaptura,2.00,10.75,8.75,68.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
25-mai-06,25,5,2006,72,7,M,Tropidurus_torquatus,0p3a8p,200_30_8_,238,NA,recaptura,2.00,10.75,8.75,68.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
1-jun-06,1,6,2006,73,7,C,Tropidurus_torquatus,0p3a7p,200_30_7_,237,NA,recaptura,4.00,31.00,27.00,85.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
12-jun-06,12,6,2006,73,7,A,Tropidurus_torquatus,0p3a8p,200_30_8_,238,NA,recaptura,3.00,13.50,10.50,69.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
31-jul-06,31,7,2006,74,4,C,Tropidurus_torquatus,NA,200_40_,240,NA,,6.00,10.00,4.00,53.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
31-jul-06,31,7,2006,74,7,C,Tropidurus_torquatus,NA,,ab,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,fugiu no laboratório,1,,,
31-jul-06,31,7,2006,74,14,A,Tropidurus_torquatus,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,fugiu durante a coleta,1,,,
10-ago-06,10,8,2006,75,2,M,Tropidurus_torquatus,NA,200_30_9_,239,NA,recaptura,6.00,25.75,19.75,81.00,NA,NA,NA,F,NA,IBGE,NA,1,1,,
10-ago-06,10,8,2006,75,4,A,Tropidurus_torquatus,NA,200_1_2_3_4_5_6_7_8_9_10_20_30_40_50_,i,NA,recaptura,6.00,14.75,8.75,69.00,NA,NA,NA,NA,NA,IBGE,Com doença nos dedos,1,,,
14-ago-06,14,8,2006,75,14,M,Tropidurus_torquatus,NA,200_40_1_,241,NA,captura,6.00,8.00,2.00,41.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
17-ago-06,17,8,2006,75,2,M,Tropidurus_torquatus,NA,200_10_3_,213,NA,recaptura,6.00,22.75,16.75,79.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
17-ago-06,17,8,2006,75,1,B,Tropidurus_torquatus,NA,200_40_2_,242,NA,captura,6.00,10.50,4.50,52.00,NA,NA,NA,NA,NA,IBGE,Talvez foi cortado como 243,1,1,,
17-ago-06,17,8,2006,75,2,M,Tropidurus_torquatus,NA,200_40_6_,246,NA,,6.00,10.50,4.50,52.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
17-ago-06,17,8,2006,75,11,B,Tropidurus_torquatus,NA,200_40_7_,247,NA,,6.00,25.00,19.00,83.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
21-ago-06,21,8,2006,75,4,C,Tropidurus_torquatus,NA,200_40_4,244,NA,,6.00,26.00,20.00,86.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
28-ago-06,28,8,2006,75,1,C,Tropidurus_torquatus,NA,200_40_9_,249,NA,captura,6.00,14.00,8.00,64.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
28-ago-06,28,8,2006,75,2,C,Tropidurus_torquatus,NA,200_50_,250,NA,captura,NA,NA,NA,102.00,NA,NA,NA,NA,NA,IBGE,"peso maior que 30, dedo 100 e 7 sem a ponta. ",1,1,,
28-ago-06,28,8,2006,75,7,C,Tropidurus_torquatus,NA,200_50_1_,251,NA,captura,6.00,10.50,4.50,54.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
28-ago-06,28,8,2006,75,14,C,Tropidurus_torquatus,NA,200_50_2_,252,NA,captura,6.00,15.50,9.50,68.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
31-ago-06,31,8,2006,75,10,C,Tropidurus_torquatus,NA,200_30_7_,237,NA,recaptura,6.00,33.00,27.00,89.00,NA,NA,NA,NA,NA,IBGE,Conferir,1,1,,
31-ago-06,31,8,2006,75,1,A,Tropidurus_torquatus,NA,200_40_2_,242,NA,recaptura,6.00,10.75,4.75,53.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
31-ago-06,31,8,2006,75,17,M,Tropidurus_torquatus,NA,,ac,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,"morto formigas, sem patas",1,1,,
4-set-06,4,9,2006,76,7,M,Tropidurus_torquatus,NA,200_40_2_,242,NA,recaptura,6.00,10.50,4.50,53.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
4-set-06,4,9,2006,76,2,B,Tropidurus_torquatus,NA,200_50_100_7_,250,NA,recaptura,6.00,45.00,39.00,104.00,NA,NA,NA,NA,NA,IBGE,Dedos 100 e 7 cortados na ponta,1,1,,
4-set-06,4,9,2006,76,2,C,Tropidurus_torquatus,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,fugiu durante a coleta. Jovem sem cauda,1,1,,
6-set-06,6,9,2006,76,2,B,Tropidurus_torquatus,NA,200_30_9_,239,2,recaptura,6.00,24.00,18.00,84.00,NA,NA,NA,F,NA,IBGE,"CHUNB 48038. Braço quebrado, atada por rato. ",1,1,,
6-set-06,6,9,2006,76,7,A,Tropidurus_torquatus,NA,200_40_2_,242,NA,recaptura,6.00,10.50,4.50,58.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
6-set-06,6,9,2006,76,2,B,Tropidurus_torquatus,NA,200_50_,250,2,recaptura,6.00,45.00,39.00,104.00,NA,NA,NA,M,NA,IBGE,chunb 48039. Morto por rato,1,1,,
6-set-06,6,9,2006,76,14,B,Tropidurus_torquatus,NA,200_50_3_ ,253,NA,captura,6.00,14.75,8.75,65.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
6-set-06,6,9,2006,76,2,M,Tropidurus_torquatus,NA,200_50_4_,254,NA,captura,6.00,10.75,4.75,54.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
6-set-06,6,9,2006,76,2,M,Tropidurus_torquatus,NA,200_50_5_,255,NA,,6.00,17.50,11.50,71.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
6-set-06,6,9,2006,76,20,M,Tropidurus_torquatus,NA,200_50_6_,256,NA,captura,6.00,13.75,7.75,64.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-set-06,11,9,2006,76,2,B,Tropidurus_torquatus,NA,200_30_7_,237,NA,recaptura,6.00,32.00,26.00,91.00,NA,NA,NA,M,NA,IBGE,NA,1,1,,
11-set-06,11,9,2006,76,2,B,Tropidurus_torquatus,NA,200_50_7_,257,NA,,6.00,38.00,32.00,98.00,NA,NA,NA,M,NA,IBGE,cauda regenerando,1,1,,
11-set-06,11,9,2006,76,2,B,Tropidurus_torquatus,NA,200_50_8_,258,NA,captura,6.00,20.00,14.00,78.00,NA,NA,NA,NA,NA,IBGE,cauda quebrada,1,1,,
11-set-06,11,9,2006,76,11,M,Tropidurus_torquatus,NA,200_50_9_,259,NA,captura,6.00,12.50,6.50,61.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-set-06,11,9,2006,76,16,M,Tropidurus_torquatus,NA,200_60_,260,NA,,6.00,12.75,6.75,63.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-set-06,11,9,2006,76,18,A,Tropidurus_torquatus,NA,200_60_1_,261,NA,,6.00,18.25,12.25,72.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-set-06,11,9,2006,76,19,B,Tropidurus_torquatus,NA,200_60_3_,263,NA,captura,6.00,11.25,5.25,56.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-set-06,14,9,2006,76,6,A,Tropidurus_torquatus,NA,200_30_7_,237,NA,recaptura,6.00,32.00,26.00,90.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-set-06,14,9,2006,76,11,A,Tropidurus_torquatus,NA,200_40_1_,241,NA,recaptura,6.00,9.25,3.25,50.00,NA,NA,NA,NA,NA,IBGE,Dedo 10 está caindo na base.,1,1,,
14-set-06,14,9,2006,76,7,M,Tropidurus_torquatus,NA,200_50_8_,14-set-00,NA,recaptura,6.00,19.75,13.75,78.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-set-06,14,9,2006,76,2,A,Tropidurus_torquatus,NA,200_60_4_,264,NA,,6.00,11.50,5.50,59.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-set-06,14,9,2006,76,2,B,Tropidurus_torquatus,NA,200_60_5_,265,NA,,6.00,13.50,7.50,63.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-set-06,14,9,2006,76,13,A,Tropidurus_torquatus,NA,200_60_6_,266,NA,captura,6.00,11.25,5.25,56.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-set-06,14,9,2006,76,14,B,Tropidurus_torquatus,NA,200_60_7_,267,NA,captura,6.00,15.25,9.25,67.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-set-06,14,9,2006,76,17,B,Tropidurus_torquatus,NA,200_60_8_,268,NA,,6.00,14.75,8.75,66.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-set-06,14,9,2006,76,10,M,Tropidurus_torquatus,NA,,ad,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,Morto no balde. Jovem,1,1,,
14-set-06,14,9,2006,76,16,M,Tropidurus_torquatus,NA,,ae,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,Morto por formigas,1,1,,
14-set-06,14,9,2006,76,16,M,Tropidurus_torquatus,NA,,af,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,Morto por formigas,1,1,,
18-set-06,18,9,2006,76,6,C,Tropidurus_torquatus,NA,200_30_7_,237,NA,recaptura,6.00,31.00,25.00,92.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
18-set-06,18,9,2006,76,7,M,Tropidurus_torquatus,NA,200_40_9_,249,NA,recaptura,6.00,16.00,10.00,70.00,NA,NA,NA,M,NA,IBGE,NA,1,1,,
18-set-06,18,9,2006,76,6,A,Tropidurus_torquatus,NA,200_50_1_,251,NA,recaptura,6.00,11.25,5.25,56.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
18-set-06,18,9,2006,76,13,B,Tropidurus_torquatus,NA,200_50_2_,252,NA,recaptura,6.00,18.25,12.25,71.00,NA,NA,NA,M,NA,IBGE,NA,1,1,,
18-set-06,18,9,2006,76,11,M,Tropidurus_torquatus,NA,200_50_3_,253,NA,recaptura,6.00,15.00,9.00,67.00,NA,NA,NA,M,NA,IBGE,NA,1,1,,
18-set-06,18,9,2006,76,2,B,Tropidurus_torquatus,NA,200_50_4_,254,NA,recaptura,6.00,10.75,4.75,55.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
18-set-06,18,9,2006,76,2,C,Tropidurus_torquatus,NA,200_50_6_,256,NA,recaptura,6.00,14.50,8.50,64.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
18-set-06,18,9,2006,76,6,C,Tropidurus_torquatus,NA,200_50_8_,258,NA,recaptura,6.00,18.25,12.25,81.00,NA,NA,NA,NA,NA,IBGE,Cauda quebrada,1,1,,
18-set-06,18,9,2006,76,15,M,Tropidurus_torquatus,NA,200_60_3_,263,NA,recaptura,6.00,14.25,8.25,61.00,NA,NA,NA,M,NA,IBGE,NA,1,1,,
18-set-06,18,9,2006,76,4,B,Tropidurus_torquatus,NA,200_60_5_,265,NA,recaptura,6.00,13.50,7.50,65.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
18-set-06,18,9,2006,76,1,M,Tropidurus_torquatus,NA,200_60_9_,269,NA,,6.00,12.00,6.00,60.00,NA,NA,NA,NA,NA,IBGE,cauda regenerada,1,1,,
18-set-06,18,9,2006,76,3,M,Tropidurus_torquatus,NA,200_70_,270,NA,captura,6.00,18.50,12.50,74.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
18-set-06,18,9,2006,76,6,A,Tropidurus_torquatus,NA,200_70_1_,271,NA,captura,6.00,15.00,9.00,67.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
18-set-06,18,9,2006,76,16,B,Tropidurus_torquatus,NA,200_70_2_,272,NA,,6.00,9.75,3.75,50.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
18-set-06,18,9,2006,76,18,B,Tropidurus_torquatus,NA,200_70_3_,273,NA,captura,6.00,15.75,9.75,70.00,NA,NA,NA,M,NA,IBGE,NA,1,1,,
18-set-06,18,9,2006,76,19,B,Tropidurus_torquatus,NA,200_70_4_,274,NA,,6.00,10.50,4.50,57.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
21-set-06,21,9,2006,76,14,A,Tropidurus_torquatus,NA,200_20_5,225,NA,recaptura,6.00,18.00,12.00,71.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
21-set-06,21,9,2006,76,12,B,Tropidurus_torquatus,NA,200_30_7_,237,NA,recaptura,6.00,32.00,26.00,92.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
21-set-06,21,9,2006,76,13,A,Tropidurus_torquatus,NA,200_40_1_,241,NA,recaptura,6.00,9.25,3.25,50.00,NA,NA,NA,NA,NA,IBGE,Dedo 10 está caindo na base.,1,1,,
21-set-06,21,9,2006,76,6,A,Tropidurus_torquatus,NA,200_50_8_,258,NA,recaptura,6.00,19.00,13.00,81.00,NA,NA,NA,NA,NA,IBGE,cauda quebrada,1,1,,
21-set-06,21,9,2006,76,2,M,Tropidurus_torquatus,NA,200_70_1_,271,NA,recaptura,6.00,15.00,9.00,67.00,NA,NA,NA,NA,NA,IBGE,cauda quebrada,1,1,,
21-set-06,21,9,2006,76,18,B,Tropidurus_torquatus,NA,200_70_3,273,NA,recaptura,6.00,16.00,10.00,71.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
21-set-06,21,9,2006,76,7,C,Tropidurus_torquatus,NA,200_70_5_,275,NA,,6.00,12.00,6.00,55.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
21-set-06,21,9,2006,76,8,A,Tropidurus_torquatus,NA,200_70_6_ ,276,NA,captura,6.00,14.00,8.00,69.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
25-set-06,25,9,2006,76,9,B,Tropidurus_torquatus,NA,200_30_7,237,NA,recaptura,6.00,33.00,27.00,89.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
25-set-06,25,9,2006,76,10,A,Tropidurus_torquatus,NA,200_50_9_,259,NA,recaptura,6.00,13.75,7.75,66.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
25-set-06,25,9,2006,76,19,A,Tropidurus_torquatus,NA,200_60_3_,263,NA,recaptura,6.00,12.00,6.00,61.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
28-set-06,28,9,2006,76,7,M,Tropidurus_torquatus,NA,200_50_1,251,NA,recaptura,6.00,11.75,5.75,60.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
28-set-06,28,9,2006,76,2,M,Tropidurus_torquatus,NA,200_50_6_,256,NA,recaptura,6.00,15.75,9.75,69.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
28-set-06,28,9,2006,76,6,M,Tropidurus_torquatus,NA,200_50_8_,258,NA,recaptura,6.00,19.75,13.75,81.00,NA,NA,NA,NA,NA,IBGE,cauda quebrada,1,1,,
28-set-06,28,9,2006,76,10,B,Tropidurus_torquatus,NA,200_50_9_,259,NA,recaptura,6.00,13.75,7.75,66.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
2-out-06,2,10,2006,77,6,M,Tropidurus_torquatus,NA,200_40_9_,249,NA,recaptura,6.00,16.00,10.00,71.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
2-out-06,2,10,2006,77,2,M,Tropidurus_torquatus,NA,200_50_8_,258,NA,recaptura,6.00,19.75,13.75,81.00,NA,NA,NA,NA,NA,IBGE,cauda quebrada,1,1,,
2-out-06,2,10,2006,77,10,A,Tropidurus_torquatus,NA,200_60_3_,263,NA,recaptura,6.00,15.00,9.00,68.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
2-out-06,2,10,2006,77,8,B,Tropidurus_torquatus,NA,200_60_6_,266,NA,recaptura,6.00,11.00,5.00,58.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
2-out-06,2,10,2006,77,17,B,Tropidurus_torquatus,NA,200_60_8_,268,NA,recaptura,6.00,16.50,10.50,71.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
2-out-06,2,10,2006,77,16,B,Tropidurus_torquatus,NA,200_70_8_,278,NA,,6.00,15.00,9.00,67.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
2-out-06,2,10,2006,77,17,B,Tropidurus_torquatus,NA,200_70_9_,279,NA,captura,6.00,12.00,6.00,58.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
2-out-06,2,10,2006,77,18,C,Tropidurus_torquatus,NA,200_80_,280,NA,,6.00,15.50,9.50,69.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
